Fecha,Dataset,Notes,lr,units,# layers,dropout,epochs,tiempoPromedio,auc1,auc2,auc3,aucTrain1,aucTrain2,aucTrain3,aucMean,aucTrainMean
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,50,749.3190860000002,0.714705,0.728333,0.737057,0.8370049999999999,0.8513360000000001,0.8479770000000001,0.7266983333333333,0.8454393333333333
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,100,749.524519,0.720359,0.7296779999999999,0.744528,0.8597049999999999,0.870059,0.8673209999999999,0.7315216666666666,0.865695
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,150,749.214683,0.728363,0.728583,0.746502,0.872885,0.8792780000000001,0.8773770000000001,0.7344826666666666,0.8765133333333335
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,200,748.800973,0.729913,0.729431,0.749326,0.878776,0.8861979999999999,0.883229,0.7362233333333333,0.8827343333333334
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,250,748.4767410000002,0.733979,0.727783,0.750605,0.884541,0.887167,0.8868149999999999,0.7374556666666666,0.8861743333333333
2018-03-28 23:40:08,england-vs-all,,0.0001,16,1,0.2,300,748.6383089999998,0.733589,0.727342,0.747977,0.8856780000000001,0.890441,0.887807,0.7363026666666667,0.8879753333333333
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,50,738.093991,0.726503,0.727306,0.739214,0.804501,0.7871670000000001,0.820259,0.7310076666666667,0.8039756666666666
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,100,734.6715320000002,0.741751,0.744171,0.748429,0.8472780000000001,0.839933,0.8452959999999999,0.7447836666666667,0.844169
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,150,731.917435,0.745516,0.748436,0.752441,0.8590059999999999,0.856038,0.8605280000000001,0.7487976666666666,0.858524
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,200,731.8240450000002,0.745884,0.748133,0.753576,0.8640760000000001,0.862834,0.867618,0.7491976666666668,0.8648426666666668
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,250,731.537462,0.753288,0.746092,0.7581289999999999,0.868841,0.8622200000000001,0.870604,0.7525029999999999,0.8672216666666667
2018-03-29 03:21:27,england-vs-all,,0.0001,16,1,0.4,300,731.4123639999998,0.751807,0.749566,0.756991,0.8703209999999999,0.8702040000000001,0.8716219999999999,0.7527880000000001,0.8707156666666666
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,50,738.75322,0.707392,0.682022,0.701699,0.857028,0.8534010000000001,0.8658370000000001,0.6970376666666667,0.8587553333333333
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,100,737.915525,0.6973060000000001,0.703399,0.709387,0.8728889999999999,0.873108,0.876957,0.703364,0.874318
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,150,737.558925,0.69317,0.690127,0.701961,0.8719969999999999,0.880618,0.8829040000000001,0.695086,0.8785063333333335
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,200,737.073241,0.706959,0.693384,0.704082,0.8807219999999999,0.884806,0.888812,0.701475,0.88478
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,250,736.8375110000002,0.698749,0.70067,0.710383,0.8838379999999999,0.8920680000000001,0.892497,0.7032673333333334,0.8894676666666667
2018-03-29 07:04:04,england-vs-all,,0.0005,16,1,0.1,300,736.822049,0.695713,0.701727,0.697525,0.88455,0.888682,0.882302,0.6983216666666667,0.8851779999999999
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,50,741.264785,0.712435,0.690983,0.713654,0.852866,0.848575,0.849659,0.7056906666666668,0.8503666666666666
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,100,739.2571379999998,0.708437,0.692893,0.7032649999999999,0.866461,0.860057,0.8619319999999999,0.7015316666666666,0.8628166666666667
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,150,738.475354,0.713498,0.7029380000000001,0.707939,0.8729620000000001,0.868439,0.873658,0.708125,0.8716863333333335
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,200,738.165388,0.715537,0.702435,0.710431,0.8753700000000001,0.8731040000000001,0.8704149999999999,0.7094676666666667,0.872963
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,250,738.069043,0.712568,0.703427,0.712806,0.876439,0.863431,0.874318,0.7096003333333334,0.871396
2018-03-29 10:47:05,england-vs-all,,0.0005,16,1,0.2,300,737.651154,0.711679,0.707933,0.713905,0.877014,0.876974,0.876914,0.7111723333333333,0.8769673333333333
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,50,740.591483,0.712914,0.7065819999999999,0.6929810000000001,0.832449,0.816684,0.81367,0.7041590000000001,0.8209343333333333
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,100,739.0484339999998,0.7119800000000001,0.7063149999999999,0.705028,0.843807,0.8331219999999999,0.8345469999999999,0.7077743333333334,0.8371586666666667
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,150,738.602961,0.711309,0.7156859999999999,0.697179,0.8403799999999999,0.8425889999999999,0.82789,0.708058,0.836953
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,200,738.5694129999998,0.707595,0.712011,0.70496,0.842556,0.837535,0.83796,0.7081886666666666,0.8393503333333333
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,250,738.579934,0.704307,0.709268,0.704681,0.837633,0.8402120000000001,0.842424,0.7060853333333333,0.8400896666666666
2018-03-29 14:30:11,england-vs-all,,0.0005,16,1,0.4,300,738.686369,0.71148,0.70262,0.705195,0.8469049999999999,0.8395309999999999,0.8407969999999999,0.7064316666666667,0.8424109999999999
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,50,749.140054,0.66041,0.672796,0.6976319999999999,0.705055,0.714924,0.727337,0.676946,0.715772
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,100,748.93171,0.694257,0.715543,0.726379,0.770364,0.790443,0.7860229999999999,0.7120596666666668,0.7822766666666666
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,150,749.437774,0.709607,0.728212,0.734408,0.8020579999999999,0.816743,0.813064,0.7240756666666667,0.8106216666666667
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,200,749.653399,0.7171930000000001,0.731769,0.737506,0.820117,0.8302709999999999,0.827416,0.7288226666666667,0.8259346666666666
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,250,749.381421,0.722242,0.735158,0.738855,0.832198,0.8397549999999999,0.836241,0.732085,0.8360646666666666
2018-03-29 18:16:23,england-vs-all,,1e-05,16,1,0.1,300,749.382295,0.726831,0.736779,0.739595,0.840949,0.846441,0.8428100000000001,0.7344016666666667,0.8433999999999999
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,50,751.1381240000002,0.670478,0.674602,0.640789,0.712743,0.715834,0.674374,0.6619563333333334,0.7009836666666667
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,100,750.736619,0.708486,0.707217,0.692972,0.7778430000000001,0.771977,0.745642,0.7028916666666666,0.765154
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,150,750.68791,0.718947,0.720159,0.716438,0.803833,0.799456,0.78337,0.7185146666666666,0.7955530000000001
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,200,751.051346,0.7233470000000001,0.7277899999999999,0.7277319999999999,0.818025,0.816004,0.805801,0.7262896666666667,0.8132766666666665
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,250,751.257257,0.726666,0.730699,0.7330270000000001,0.82789,0.82726,0.818749,0.7301306666666667,0.824633
2018-03-29 22:03:06,england-vs-all,,1e-05,16,1,0.2,300,751.448808,0.7276050000000001,0.7324470000000001,0.737885,0.8349780000000001,0.834461,0.828216,0.7326456666666666,0.8325516666666667
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,50,752.41507,0.652572,0.643404,0.600171,0.687078,0.665486,0.616777,0.632049,0.656447
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,100,752.393909,0.7025319999999999,0.695924,0.6572520000000001,0.753571,0.746908,0.684928,0.6852360000000001,0.7284689999999999
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,150,753.031155,0.7166859999999999,0.714646,0.695242,0.783488,0.782249,0.743296,0.7088579999999999,0.7696776666666666
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,200,751.320387,0.723108,0.7252569999999999,0.7160340000000001,0.8023359999999999,0.8045100000000001,0.775369,0.7214663333333333,0.7940716666666666
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,250,751.7870519999999,0.728114,0.7332390000000001,0.729997,0.816036,0.817902,0.796076,0.7304499999999999,0.8100046666666666
2018-03-30 01:50:09,england-vs-all,,1e-05,16,1,0.4,300,751.648479,0.732146,0.7379399999999999,0.737815,0.8246950000000001,0.828197,0.808886,0.7359669999999999,0.8205926666666666
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,50,1480.983051,0.7322069999999999,0.471591,0.725486,0.929975,0.4623020000000001,0.932967,0.6430946666666667,0.7750813333333334
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,100,1478.905773,0.719755,0.471591,0.709146,0.96037,0.4623020000000001,0.958551,0.6334973333333334,0.7937409999999999
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,150,1481.538149,0.717195,0.471591,0.70331,0.969705,0.4623020000000001,0.972921,0.6306986666666666,0.8016426666666666
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,200,1481.309971,0.713291,0.471591,0.7001539999999999,0.974916,0.4623020000000001,0.978996,0.6283453333333333,0.8054046666666667
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,250,1480.095454,0.713106,0.471591,0.69601,0.982235,0.4623020000000001,0.983703,0.6269023333333333,0.8094133333333332
2018-03-30 09:16:34,england-vs-all,,0.0001,32,1,0.1,300,1481.009091,0.713026,0.471591,0.696738,0.985726,0.4623020000000001,0.986045,0.6271183333333333,0.8113576666666668
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,50,1487.952892,0.738871,0.731608,0.7334430000000001,0.922107,0.922138,0.915548,0.7346406666666668,0.919931
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,100,1486.700117,0.726773,0.720929,0.726383,0.947453,0.948466,0.945802,0.724695,0.9472403333333334
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,150,1489.63985,0.727937,0.720717,0.71817,0.959749,0.961142,0.957451,0.7222746666666667,0.9594473333333333
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,200,1488.070193,0.727455,0.713759,0.71423,0.963589,0.967951,0.966592,0.7184813333333334,0.966044
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,250,1489.306409,0.725777,0.706678,0.7144689999999999,0.971512,0.971474,0.971062,0.7156413333333332,0.9713493333333333
2018-03-30 16:45:15,england-vs-all,,0.0001,32,1,0.2,300,1487.687336,0.726567,0.711005,0.71236,0.975196,0.975508,0.973959,0.716644,0.9748876666666666
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,50,1492.337515,0.736951,0.742356,0.745271,0.897409,0.895957,0.888251,0.741526,0.8938723333333334
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,100,1491.544731,0.7318859999999999,0.734121,0.74219,0.92588,0.923251,0.923761,0.7360656666666666,0.9242973333333334
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,150,1491.355637,0.728296,0.728486,0.736165,0.93904,0.931663,0.935822,0.7309823333333334,0.9355083333333334
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,200,1493.782013,0.730046,0.7293229999999999,0.7335109999999999,0.946906,0.937026,0.943494,0.7309599999999999,0.9424753333333333
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,250,1491.606025,0.726318,0.72809,0.7356060000000001,0.946983,0.946023,0.945851,0.7300046666666667,0.9462856666666667
2018-03-31 00:15:12,england-vs-all,,0.0001,32,1,0.4,300,1493.284919,0.729197,0.724703,0.732268,0.953859,0.946943,0.949803,0.7287226666666666,0.9502016666666666
2018-03-31 07:47:45,england-vs-all,,0.0005,32,1,0.1,50,1502.536989,0.6772859999999999,0.687396,0.68953,0.95077,0.949901,0.936969,0.6847373333333332,0.9458799999999999
